0.37;0.35;0.04;0.73;0.58;0.73;0.62;0.02;0.29;0.9;
0.37;0.35;0.04;0.84;0.34;0.44;0.62;0.02;0.29;0.9;
0.94;0.65;0.43;0.54;0.03;0.7;0.3;0.01;0.76;0.11;
0.73;0.13;0.31;0.8;0.03;0.82;0.89;0.08;0.51;0;
0.37;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.9;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.9;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.9;
0.65;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.38;0.9;
0.65;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.38;0.9;
0.65;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.38;0.9;
0.65;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.38;0.9;
0.82;0.8;0.04;0.8;0.03;0.74;0.62;0.02;0.5;0.9;
0.65;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.38;0.9;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.35;0.04;0.8;0.03;0.82;0.62;0.02;0.5;0.52;
0.82;0.77;0.07;0.63;0.03;0.82;0.62;0.02;0.5;0.39;
0.82;0.77;0.07;0.63;0.03;0.82;0.62;0.02;0.5;0.39;
0.82;0.77;0.07;0.63;0.03;0.82;0.62;0.02;0.5;0.39;
0.82;0.77;0.07;0.73;0.03;0.82;0.62;0.02;0.5;0.39;
0.82;0.29;0.07;0.8;0.03;0.82;0.62;0.02;0.5;0.39;
0.82;0.29;0.07;0.8;0.03;0.82;0.62;0.02;0.5;0.39;
0.82;0.29;0.07;0.8;0.03;0.82;0.62;0.02;0.5;0.39;
0.82;0.29;0.07;0.8;0.03;0.82;0.62;0.02;0.5;0.39;
0.82;0.29;0.07;0.8;0.03;0.82;0.62;0.02;0.5;0.39;
0.82;0.29;0.07;0.8;0.03;0.82;0.62;0.02;0.5;0.39;
0.82;0.29;0.07;0.8;0.03;0.82;0.62;0.02;0.5;0.39;
0.82;0.29;0.07;0.8;0.03;0.82;0.62;0.02;0.5;0.39;
0.82;0.29;0.07;0.8;0.03;0.82;0.62;0.02;0.5;0.39;
0.82;0.29;0.07;0.8;0.03;0.82;0.62;0.02;0.5;0.39;
0.52;0.32;0.04;0.17;0.03;0.22;0.73;0.02;0.19;0.56;
0.52;0.32;0.04;0.17;0.03;0.22;0.73;0.02;0.19;0.56;
0.89;0.35;0.04;0.62;0.03;0.82;0.8;0.02;0.38;0.85;
0.89;0.35;0.04;0.62;0.03;0.82;0.8;0.02;0.38;0.85;